"","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","score","citric.acid"
"1354",8.3,0.19,0.49,1.2,0.051,11,137,0.9918,3.06,0.46,11,6.97,0.49
"1355",8,0.44,0.49,9.1,0.031,46,151,0.9926,3.16,0.27,12.7,8.5,0.49
"1356",7,0.2,0.74,0.8,0.044,19,163,0.9931,3.46,0.53,10.2,5.04,0.74
"1357",6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6.4,0.49
"1358",7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,7.74,0.49
"1359",6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,5.47,0.24
"1360",7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5.8,0.49
"1361",7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,7.95,0.49
"1362",7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6.85,0.49
"1363",7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,5.14,0.49
"1364",7,0.2,0.49,5.9,0.038,39,128,0.9938,3.21,0.48,10.8,6.51,0.49
"1365",7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6.23,0.49
"1366",7.1,0.85,0.49,8.7,0.028,40,184,0.9962,3.22,0.36,10.7,5.7,0.49
"1367",7.6,0.51,0.24,1.2,0.04,10,104,0.992,3.05,0.29,10.8,6.89,0.24
"1368",7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,6.26,0.49
"1369",7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6.29,0.49
"1370",6.6,0.25,0.24,1.7,0.048,26,124,0.9942,3.37,0.6,10.1,6.9,0.24
"1371",6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,6.65,0.49
"1372",7.5,0.32,0.24,4.6,0.053,8,134,0.9958,3.14,0.5,9.1,3.05,0.24
"1373",6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,6.31,0.49
"1374",6.7,0.25,0.74,19.4,0.054,44,169,1.0004,3.51,0.45,9.8,6.52,0.74
"1375",6.5,0.26,0.74,13.3,0.044,68,224,0.9972,3.18,0.54,9.5,6.58,0.74
"1376",5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,6.14,0.49
"1377",7.5,0.2,0.49,1.3,0.031,8,97,0.9918,3.06,0.62,11.1,5.24,0.49
"1378",8,0.3,0.49,9.4,0.046,47,188,0.9964,3.14,0.48,10,5.23,0.49
"1379",8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8.38,0.49
"1380",7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,8.64,0.49
"1381",7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,7.46,0.49
"1382",6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,5.11,0.24
"1383",6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,7.22,0.49
"1384",7.7,0.27,0.49,1.8,0.041,23,86,0.9914,3.16,0.42,12.5,6.19,0.49
"1385",6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,7,0.24
"1386",8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5.52,0.49
"1387",6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5.74,0.24
"1388",6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7.36,0.24
"1389",7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2,8.28,0.74
"1390",9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,7.09,0.49
"1391",8.1,0.2,0.49,8.1,0.051,51,205,0.9954,3.1,0.52,11,6.71,0.49
"1392",7.8,0.26,0.74,7.5,0.044,59,160,0.996,3.22,0.64,10,6.62,0.74
"1393",6.8,0.21,0.49,14.5,0.06,50,170,0.9991,3.55,0.44,9.8,6.07,0.49
"1394",7.9,0.2,0.49,1.6,0.053,15,144,0.993,3.16,0.47,10.5,5.05,0.49
"1395",8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,5.61,0.49
"1396",8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,6.59,0.74
"1397",7.3,0.22,0.49,9.9,0.031,48,161,0.9937,3.01,0.28,11.2,6.29,0.49
"1398",7.3,0.155,0.49,1.3,0.039,34,136,0.9926,3.14,0.77,10.5,6.52,0.49
"1399",8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6.29,0.49
"1400",8.2,0.24,0.49,9.3,0.038,52,163,0.9952,3.02,0.33,10.6,6.9,0.49
"1401",8.4,0.23,0.49,7.8,0.035,22,95,0.9935,3.04,0.34,12,6.68,0.49
"1402",8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5.85,0.49
"1403",8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,6.16,0.49
"1404",6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5.27,0.24
"1405",6.9,0.21,0.49,1.4,0.041,15,164,0.9927,3.25,0.63,11,5.93,0.49
"1406",8,0.25,0.49,9,0.044,31,185,0.998,3.34,0.49,10,6.54,0.49
"1407",6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6.46,0.49
"1408",7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5.46,0.74
"1409",14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6.78,0.49
"1410",7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,6.97,0.49
"1411",7.4,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6.86,0.49
"1412",6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,6.99,0.49
"1413",7.2,0.27,0.74,12.5,0.037,47,156,0.9981,3.04,0.44,8.7,5.01,0.74
"1414",8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,7.86,0.49
"1415",7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,7.44,0.49
"1416",7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6.2,0.49
"1417",7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6.71,0.74
"1418",8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6.2,0.49
"1419",8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10,6.06,0.49
"1420",6,0.17,0.49,1,0.034,26,106,0.992,3.21,0.42,9.8,6.29,0.49
"1421",7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,6.17,0.49
"1422",7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6.43,0.74
"1423",7.1,0.53,0.24,0.8,0.029,29,86,0.993,3.16,0.32,9.1,4.05,0.24
"1424",7.2,0.16,0.49,1.3,0.037,27,104,0.9924,3.23,0.57,10.6,6.06,0.49
"1425",7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,6.72,0.49
"1426",7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,6.69,0.49
"1427",6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,6.01,0.49
"1428",6.7,0.3,0.49,4.8,0.034,36,158,0.9945,3.12,0.45,9.9,6.22,0.49
"1429",7.1,0.36,0.24,1.8,0.025,32,102,0.9903,3.34,0.59,12.8,6.73,0.24
"1430",8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,6.89,0.49
"1431",7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6.2,0.49
"1432",6.6,0.19,0.99,1.2,0.122,45,129,0.9936,3.09,0.31,8.7,6.13,0.99
"1433",7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7.88,0.49
"1434",6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,7.84,0.49
"1435",7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2,7.29,0.49
"1436",6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7.37,0.49
"1437",7.6,0.23,0.49,10,0.036,45,182,0.9967,3.08,0.58,9.6,6.19,0.49
"1438",7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,6.71,0.49
"1439",6.2,0.43,0.49,6.4,0.045,12,115,0.9963,3.27,0.57,9,4.86,0.49
"1440",7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6.72,0.74
"1441",9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5.85,0.49
"1442",7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,8,0.49
"1443",7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,6.71,0.74
"1444",9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,5.15,0.49
"1445",8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,6.03,0.49
"1446",7.6,0.18,0.49,18.05,0.046,36,158,0.9996,3.06,0.41,9.2,5.16,0.49
"1447",7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,5.79,0.49
"1448",7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6.3,0.49
"1449",6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,5,0.74
"1450",6.6,0.3,0.74,4.6,0.041,36,159,0.9946,3.21,0.45,9.9,5.64,0.74
"1451",7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6.53,0.49
"1452",6.9,0.22,0.49,7,0.063,50,168,0.9957,3.54,0.5,10.3,6.29,0.49
"1453",7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,5.46,0.49
"1454",6.8,0.17,0.74,2.4,0.053,61,182,0.9953,3.63,0.76,10.5,6.14,0.74
"1455",6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6.01,0.49
"1456",7.1,0.64,0.49,1.8,0.05,17,128,0.9946,3.31,0.58,10.6,4.79,0.49
"1457",6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5.76,0.74
"1458",7.6,0.31,0.49,13.4,0.062,50,191,0.9989,3.22,0.53,9,4.68,0.49
"1459",9.8,0.31,0.49,15.4,0.046,13,119,1.0004,3.18,0.45,9.5,5.19,0.49
"1460",8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,7.51,0.49
"1461",6.4,0.18,0.74,11.9,0.046,54,168,0.9978,3.58,0.68,10.1,5.83,0.74
"1462",6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6.29,0.74
"1463",7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5.68,0.74
"1464",9.3,0.31,0.49,1.3,0.042,34,147,0.9948,3.11,0.46,9.8,5.65,0.49
"1465",6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6.58,0.74
"1466",7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5.83,0.74
"1467",7,0.27,0.74,1.5,0.036,27,122,0.9926,3.35,0.48,11.2,6.74,0.74
"1468",7.9,0.14,0.74,1.2,0.028,30,165,0.991,3.08,0.82,12.3,6.31,0.74
"1469",6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4,6.2,0.49
"1470",6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6.15,0.74
"1471",8.6,0.16,0.49,7.3,0.043,9,63,0.9953,3.13,0.59,10.5,6.89,0.49
"1472",6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6.71,0.49
"1473",6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5.08,0.01
"1474",6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6.83,0.49
"1475",6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,6.65,0.74
"1476",6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,6.93,0.49
"1477",8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6.76,0.49
"1478",5.6,0.39,0.24,4.7,0.034,27,77,0.9906,3.28,0.36,12.7,5.82,0.24
"1479",5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5,7.51,0.24
"1480",6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5.8,0.01
"1481",7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9.18,0.49
"1482",7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6.07,0.49
"1483",5.8,0.19,0.49,4.9,0.04,44,118,0.9935,3.34,0.38,9.5,7.75,0.49
"1484",8.1,0.2,0.49,11.8,0.048,46,212,0.9968,3.09,0.46,10,7.64,0.49
"1485",7.5,0.32,0.49,1.7,0.031,44,109,0.9906,3.07,0.46,12.5,6.6,0.49
"1486",8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,6.61,0.49
"1487",7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7.53,0.49
"1488",8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,7.05,0.49
"1489",8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,5.53,0.49
"1490",7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,6.02,0.49
"1491",6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,6.22,0.49
"1492",6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6.32,0.49
"1493",6.4,0.37,0.49,13.3,0.045,53,243,0.9982,3.14,0.48,8.5,6.74,0.49
"1494",6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8.12,0.49
"1495",7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7.55,0.49
"1496",8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5.9,0.49
"1497",6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7,6.32,0.49
"1498",7,0.14,0.49,5.9,0.053,22,118,0.9954,3.36,0.36,9.4,6.84,0.49
"1499",9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7.03,0.49
"1500",6.4,0.26,0.49,6.4,0.037,37,161,0.9954,3.38,0.53,9.7,6.37,0.49
"1501",9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,6.1,0.49
"1502",8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5.97,0.49
"1503",8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6.06,0.49
"1504",6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,5.47,0.24
"1505",8.2,0.2,0.49,3.5,0.057,14,108,0.9928,3.19,0.35,11.5,6.45,0.49
"1506",7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8.85,0.49
"1507",7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7.77,0.49
"1508",8.3,0.25,0.49,16.8,0.048,50,228,1.0001,3.03,0.52,9.2,6.99,0.49
"1509",7.5,0.14,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,6.68,0.74
"1510",7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5.58,0.49
"1511",8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,6.47,0.49
"1512",7.9,0.22,0.49,3.8,0.042,26,105,0.993,3.1,0.39,10.5,5.69,0.49
"1513",7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5.12,0.49
"1514",6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6.28,0.49
"1515",7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7.92,0.49
"1516",8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,7.47,0.49
"1517",7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,7.92,0.49
"1518",7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7.72,0.49
"1519",6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6.09,0.49
"1520",7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1,7.8,0.49
"1521",7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5.07,0.49
"1522",6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,4.27,0.49
"1523",7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,7.55,0.49
"1524",6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6.88,0.74
"1525",8.2,0.29,0.49,1,0.044,29,118,0.9928,3.24,0.36,10.9,4.75,0.49
"1526",7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6.28,0.28
"1527",6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,5.07,0.49
"1528",7.8,0.28,0.49,1.3,0.046,27,142,0.9936,3.09,0.59,10.2,5.97,0.49
"1529",5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5.89,0.49
"1530",7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6.59,0.49
"1531",6.6,0.31,0.49,7.7,0.05,52,220,0.9964,3.12,0.45,8.8,5.3,0.49
"1532",6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,5.87,0.49
"1533",6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,6.07,0.49
"1534",6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6.63,0.49
"1535",7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6.69,0.28
"1536",8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,4.88,0.46
"1537",6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,8.1,0.37
"1538",7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,5.7,0.56
"1539",7.9,0.18,0.33,1.2,0.033,20,72,0.9922,3.12,0.38,10.5,7.42,0.33
"1540",7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6.97,0.38
"1541",7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6.08,0.18
"1542",7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7.94,0.3
"1543",6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,5.79,0.31
"1544",6.6,0.27,0.31,5.3,0.137,35,163,0.9951,3.2,0.38,9.3,5.34,0.31
"1545",6.8,0.22,0.29,8.9,0.046,82,188,0.9955,3.3,0.44,10.3,6.21,0.29
"1546",6.2,0.27,0.32,8.8,0.047,65,224,0.9961,3.17,0.47,8.9,5.11,0.32
"1547",7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7.3,0.3
"1548",7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,6.75,0.37
"1549",6.2,0.3,0.2,6.6,0.045,42,170,0.9944,3.36,0.45,10.4,6.17,0.2
"1550",6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,5.35,0.2
"1551",7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,5.28,0.34
"1552",6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6.79,0.3
"1553",7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7.16,0.28
"1554",7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7.19,0.28
"1555",7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7.1,0.33
"1556",7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7.46,0.28
"1557",7.4,0.26,0.37,9.4,0.047,42,147,0.9982,3.46,0.72,10,5.22,0.37
"1558",7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,7.91,0.33
"1559",6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,3.44,0.26
"1560",7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,6.86,0.25
"1561",9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,4.77,0.3
"1562",7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,7.75,0.28
"1563",7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6.82,0.3
"1564",6.7,0.265,0.22,8.6,0.048,54,198,0.9955,3.25,0.41,10.2,5.02,0.22
"1565",7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,6.44,0.32
"1566",7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6.85,0.33
"1567",8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,6.3,0.36
"1568",6.9,0.18,0.3,2,0.038,39,190,0.9914,3.32,0.37,12.2,6.1,0.3
"1569",7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,6.79,0.3
"1570",6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,6.96,0.29
"1571",6.7,0.26,0.3,1.8,0.043,25,121,0.9944,3.44,0.61,10.2,6.72,0.3
"1572",7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,5.47,0.36
"1573",6.5,0.27,0.19,4.2,0.046,6,114,0.9955,3.25,0.35,8.6,4.71,0.19
"1574",6.7,0.33,0.42,6.4,0.058,27,151,0.9954,3.16,0.44,9.6,5.25,0.42
"1575",6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,6,0.42
"1576",6.6,0.25,0.31,1.5,0.035,32,127,0.9921,3.41,0.47,11.3,6.91,0.31
"1577",6.4,0.24,0.22,1.5,0.038,38,157,0.9934,3.41,0.55,9.9,6,0.22
"1578",6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,5.6,0.29
"1579",7,0.61,0.26,1.7,0.051,25,161,0.9946,3.36,0.6,10.6,5,0.26
"1580",6.8,0.22,0.3,13.6,0.055,50,180,0.9984,3.44,0.39,9.8,5.15,0.3
"1581",8.1,0.31,0.24,1.6,0.032,10,67,0.9924,3.08,0.47,10.5,5.34,0.24
"1582",7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,5.24,0.3
"1583",7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6.52,0.37
"1584",6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,6.49,0.27
"1585",6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5.39,0.24
"1586",6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8.72,0.34
"1587",7,0.21,0.31,6,0.046,29,108,0.9939,3.26,0.5,10.8,6.93,0.31
"1588",6.8,0.27,0.32,1.5,0.044,19,142,0.9921,3.1,0.43,9.9,6.19,0.32
"1589",9.3,0.2,0.33,1.7,0.05,28,178,0.9954,3.16,0.43,9,4.16,0.33
"1590",5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6.38,0.27
"1591",7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7.03,0.39
"1592",8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7.48,0.48
"1593",7.5,0.4,1,19.5,0.041,33,148,0.9977,3.24,0.38,12,6.84,1
"1594",6.5,0.18,0.34,1.6,0.04,43,148,0.9912,3.32,0.59,11.5,8.21,0.34
"1595",7,0.13,0.3,5,0.056,31,122,0.9945,3.47,0.42,10.5,6.19,0.3
"1596",6.9,0.17,0.22,4.6,0.064,55,152,0.9952,3.29,0.37,9.3,6.84,0.22
"1597",7,0.3,0.32,6.4,0.034,28,97,0.9924,3.23,0.44,11.8,6.69,0.32
"1598",7.6,0.445,0.44,14.5,0.045,68,212,0.9986,3.48,0.36,10,6.72,0.44
"1599",6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5.09,0.24
"1600",7.5,0.22,0.33,6.7,0.036,45,138,0.9939,3.2,0.68,11.4,6.1,0.33
"1601",8.7,0.34,0.46,13.8,0.055,68,198,0.9988,3.36,0.37,9.5,6.8,0.46
"1602",6.6,0.545,0.04,2.5,0.031,48,111,0.9906,3.14,0.32,11.9,5.39,0.04
"1603",6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6.54,0.3
"1604",8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,6.07,0.36
"1605",6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5.44,0.23
"1606",6.9,0.16,0.3,9.6,0.057,50,185,0.9978,3.39,0.38,9.6,6.37,0.3
"1607",7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,5.13,0.38
"1608",6.6,0.37,0.47,6.5,0.061,23,150,0.9954,3.14,0.45,9.6,6.97,0.47
"1609",7.7,0.38,0.4,2,0.038,28,152,0.9906,3.18,0.32,12.9,6.66,0.4
"1610",6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6.43,0.23
"1611",8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6.12,0.36
"1612",6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5.49,0.58
"1613",6.1,0.34,0.31,12,0.053,46,238,0.9977,3.16,0.48,8.6,5.64,0.31
"1614",7.5,0.22,0.29,4.8,0.05,33,87,0.994,3.14,0.42,9.9,5.58,0.29
"1615",8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6.29,0.36
"1616",8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9,5.68,0.24
"1617",6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6.44,0.27
"1618",7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6.69,0.3
"1619",6.7,0.16,0.28,2.5,0.046,40,153,0.9921,3.38,0.51,11.4,7.62,0.28
"1620",6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6.53,0.44
